country,iso_code,date,total_vaccinations,people_vaccinated,people_fully_vaccinated,daily_vaccinations_raw,daily_vaccinations,total_vaccinations_per_hundred,people_vaccinated_per_hundred,people_fully_vaccinated_per_hundred,daily_vaccinations_per_million,vaccines,source_name,source_website
Myanmar,MMR,10-02-2021,,,,,20673,,,,380,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,11-02-2021,,,,,16448,,,,302,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,12-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,13-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,14-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,15-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,16-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,17-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,18-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,19-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,20-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,21-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,22-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,23-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,24-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,25-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,26-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,27-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,28-02-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,01-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,02-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,03-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,04-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,05-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,06-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,07-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,08-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,09-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,10-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,11-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,12-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,13-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,14-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,15-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,16-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,17-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,18-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,19-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,20-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,21-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,22-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,23-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,24-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,25-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,26-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,27-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,28-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,29-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,30-03-2021,,,,,12222,,,,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Myanmar,MMR,31-03-2021,1040000,1000000,40000,,12222,1.91,1.84,0.07,225,Oxford/AstraZeneca,Ministry of Health,https://www.frontiermyanmar.net/en/anti-military-defiance-slows-covid-19-vaccination-to-a-trickle/
Namibia,NAM,18-03-2021,0,0,,,,0,0,,,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,19-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,20-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,21-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,22-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,23-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,24-03-2021,,,,,22,,,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,25-03-2021,152,152,,,22,0.01,0.01,,9,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,26-03-2021,,,,,51,,,,20,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,27-03-2021,,,,,80,,,,31,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,28-03-2021,,,,,109,,,,43,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,29-03-2021,,,,,138,,,,54,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,30-03-2021,,,,,167,,,,66,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,31-03-2021,1501,1501,,,196,0.06,0.06,,77,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,01-04-2021,1851,1851,,350,243,0.07,0.07,,96,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,02-04-2021,,,,,228,,,,90,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,03-04-2021,2094,2094,,,213,0.08,0.08,,84,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,04-04-2021,,,,,193,,,,76,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,05-04-2021,,,,,174,,,,68,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,06-04-2021,,,,,154,,,,61,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,07-04-2021,,,,,134,,,,53,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Namibia,NAM,08-04-2021,2526,2526,,,96,0.1,0.1,,38,Sinopharm/Beijing,Ministry of Health and Social Services,https://www.facebook.com/MoHSSNamibia/photos/pcb.727369127936093/727369031269436/
Nauru,NRU,08-04-2021,0,0,,,,0,0,,,Oxford/AstraZeneca,Government of the Republic of Nauru,"http://www.naurugov.nr/government-information-office/media-release/nauru-covid-vaccination-launch,-a-success.aspx"
Nauru,NRU,09-04-2021,168,168,,168,168,1.55,1.55,,15507,Oxford/AstraZeneca,Government of the Republic of Nauru,"http://www.naurugov.nr/government-information-office/media-release/nauru-covid-vaccination-launch,-a-success.aspx"
Nepal,NPL,26-01-2021,0,,,,,0,,,,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,27-01-2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,28-01-2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,29-01-2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,30-01-2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,31-01-2021,,,,,18862,,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,01-02-2021,113175,,,,18862,0.39,,,647,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,02-02-2021,,,,,18326,,,,629,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,03-02-2021,,,,,17789,,,,611,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,04-02-2021,158487,,,,17252,0.54,,,592,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,05-02-2021,,,,,16734,,,,574,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,06-02-2021,,,,,16216,,,,557,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,07-02-2021,,,,,15698,,,,539,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,08-02-2021,,,,,15179,,,,521,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,09-02-2021,,,,,15198,,,,522,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,10-02-2021,,,,,15217,,,,522,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,11-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,12-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,13-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,14-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,15-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,16-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,17-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,18-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,19-02-2021,,,,,15236,,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,20-02-2021,402264,,,,15236,1.38,,,523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,21-02-2021,,,,,19397,,,,666,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,22-02-2021,,,,,23557,,,,808,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,23-02-2021,,,,,27718,,,,951,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,24-02-2021,,,,,31879,,,,1094,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,25-02-2021,,,,,36039,,,,1237,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,26-02-2021,,,,,40200,,,,1380,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,27-02-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,28-02-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,01-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,02-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,03-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,04-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,05-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,06-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,07-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,08-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,09-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,10-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,11-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,12-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,13-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,14-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,15-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,16-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,17-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,18-03-2021,,,,,44361,,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,19-03-2021,1600000,,,,44361,5.49,,,1523,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,20-03-2021,,,,,38864,,,,1334,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,21-03-2021,,,,,33367,,,,1145,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,22-03-2021,,,,,27870,,,,957,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,23-03-2021,,,,,22373,,,,768,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,24-03-2021,,,,,16876,,,,579,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,25-03-2021,,,,,11379,,,,391,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,26-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,27-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,28-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,29-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,30-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,31-03-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,01-04-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,02-04-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,03-04-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,04-04-2021,,,,,5882,,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Nepal,NPL,05-04-2021,1700000,,,,5882,5.83,,,202,Oxford/AstraZeneca,Government of Nepal,http://www.xinhuanet.com/english/asiapacific/2021-04/05/c_139859314.htm
Netherlands,NLD,17-01-2021,77000,77000,,,,0.45,0.45,,,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,18-01-2021,,,,,9945,,,,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,19-01-2021,,,,,9945,,,,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,20-01-2021,,,,,9945,,,,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
Netherlands,NLD,21-01-2021,,,,,9945,,,,580,"Moderna, Oxford/AstraZeneca, Pfizer/BioNTech",National Institute for Public Health and the Environment,https://www.rivm.nl/covid-19-vaccinatie/cijfers-vaccinatieprogramma
